time,latitude,longitude,mag,net
2013-11-17T16:33:51.000Z,38.5728,-122.6678,1.1,nc
2013-11-17T16:30:36.800Z,19.3687,-155.2157,2.1,hv
2013-11-17T16:15:10.000Z,63.112,-150.9217,3.1,ak
2013-11-17T15:53:42.000Z,58.1808,-155.3551,1.3,ak
2013-11-17T15:45:21.600Z,-3.1137,129.3629,4.3,us
2013-11-17T15:06:51.900Z,46.4108,-119.2707,1,uw
2013-11-17T14:59:13.190Z,-60.3648,-42.9716,5,us
2013-11-17T14:56:20.200Z,39.3047,-111.932,1.1,uu
2013-11-17T14:54:28.800Z,38.8235,-122.791,1,nc
2013-11-17T14:51:27.390Z,-4.8735,144.5598,4.9,us
2013-11-17T14:47:06.200Z,46.4115,-119.2677,3.2,uw
2013-11-17T14:44:11.000Z,64.4752,-149.1938,1.3,ak
2013-11-17T14:27:11.000Z,51.0337,-176.6153,1.8,ak
2013-11-17T14:24:50.540Z,-60.4254,-44.9459,4.9,us
2013-11-17T14:24:08.970Z,-60.25,-44.9328,5,us
2013-11-17T14:04:18.250Z,-60.4332,-43.2624,4.9,us
2013-11-17T14:02:01.000Z,65.3166,-149.9495,1.8,ak
2013-11-17T13:57:26.600Z,42.9343,-111.1223,2.9,mb
2013-11-17T13:55:26.000Z,52.176,-175.2188,3.1,ak
2013-11-17T13:43:56.000Z,64.5859,-147.0423,1,ak
2013-11-17T13:42:44.780Z,-60.339,-45.1008,5,us
2013-11-17T13:42:10.000Z,60.2841,-144.9631,2.7,ak
2013-11-17T13:22:01.900Z,19.0995,-64.0493,3.3,pr
2013-11-17T13:11:12.770Z,-60.2535,-45.1451,4.7,us
2013-11-17T13:06:38.000Z,34.0378,-116.7662,1,ci
2013-11-17T12:51:20.000Z,-20.529,-70.453,4.1,us
2013-11-17T12:45:25.640Z,-60.3596,-45.328,5.3,us
2013-11-17T12:40:14.800Z,32.8698,-115.9958,1.3,ci
2013-11-17T12:40:06.000Z,61.2375,-152.1485,2.2,ak
2013-11-17T12:27:49.030Z,-15.9317,-75.184,4.7,us
2013-11-17T12:23:26.000Z,62.9446,-150.6148,1.5,ak
2013-11-17T12:19:49.500Z,35.66,-121.0412,1.1,nc
2013-11-17T12:14:09.200Z,38.7717,-122.713,1.4,nc
2013-11-17T12:11:36.410Z,-60.5028,-44.2955,5.7,us
2013-11-17T12:11:07.100Z,48.4217,-122.8333,2.3,uw
2013-11-17T12:09:00.000Z,58.1819,-155.3728,1,ak
2013-11-17T11:49:48.580Z,36.5122,70.3195,4.1,us
2013-11-17T11:41:48.620Z,-60.3736,-45.0778,4.7,us
2013-11-17T11:40:12.000Z,62.3066,-151.2298,4.5,ak
2013-11-17T11:38:33.740Z,-60.426,-43.101,5,us
2013-11-17T11:37:20.200Z,37.5845,-118.7855,1.1,nc
2013-11-17T11:34:16.400Z,-60.3233,-45.0704,4.6,us
2013-11-17T11:31:38.595Z,38.3635,-118.4928,1.31,nn
2013-11-17T11:26:07.100Z,38.2892,-122.6053,2.7,nc
2013-11-17T11:23:29.000Z,61.6769,-152.1254,1.7,ak
2013-11-17T11:13:02.420Z,-60.2148,-46.7318,5.2,us
2013-11-17T11:12:12.990Z,-60.404,-43.5625,5,us
2013-11-17T10:59:08.800Z,38.7963,-122.8145,1,nc
2013-11-17T10:59:07.830Z,-60.3841,-43.0439,4.8,us
2013-11-17T10:50:18.200Z,38.7667,-122.4367,1.2,nc
2013-11-17T10:49:12.000Z,62.8931,-148.8265,1.3,ak
2013-11-17T10:48:51.210Z,-60.2153,-43.9118,4.9,us
2013-11-17T10:44:07.000Z,-60.3507,-44.9696,5.3,us
2013-11-17T10:35:37.100Z,36.0813,-117.7298,1.1,ci
2013-11-17T10:16:05.000Z,63.7445,-144.8838,2.7,ak
2013-11-17T10:13:06.600Z,35.589,-97.3824,2.5,us
2013-11-17T10:09:21.000Z,63.3257,-150.4243,1.6,ak
2013-11-17T09:57:08.770Z,-60.2973,-46.2196,4.7,us
2013-11-17T09:42:42.800Z,36.1112,-120.2197,1.6,nc
2013-11-17T09:35:26.500Z,37.15,-121.5377,1.4,nc
2013-11-17T09:20:26.200Z,38.9527,-111.3902,1.2,uu
2013-11-17T09:04:55.600Z,-60.2959,-46.362,7.8,us
2013-11-17T09:02:21.000Z,62.9692,-149.8076,1.7,ak
2013-11-17T08:41:15.000Z,34.7138,-116.2945,1.7,ci
2013-11-17T08:34:02.000Z,63.5223,-147.7538,1.1,ak
2013-11-17T08:00:38.900Z,38.8262,-122.7843,1.4,nc
2013-11-17T07:27:11.400Z,36.0595,-120.6443,1.1,nc
2013-11-17T07:15:26.000Z,62.2551,-150.2344,1.3,ak
2013-11-17T07:06:17.000Z,59.5384,-152.8968,2.2,ak
2013-11-17T07:04:34.000Z,62.6066,-151.1703,1.6,ak
2013-11-17T06:59:40.000Z,53.8503,-164.2755,2.5,ak
2013-11-17T06:48:53.770Z,40.3654,77.3258,4.4,us
2013-11-17T06:44:06.000Z,51.6183,-175.7805,2.1,ak
2013-11-17T06:22:38.000Z,63.5402,-149.8051,1.5,ak
2013-11-17T06:11:51.700Z,38.9095,-122.6858,2,nc
2013-11-17T06:02:28.200Z,33.6582,-116.7775,1.7,ci
2013-11-17T05:50:15.300Z,31.2192,-115.9147,3,ci
2013-11-17T05:49:29.000Z,32.5947,-115.742,1.8,ci
2013-11-17T05:47:48.200Z,36.0612,-120.6395,1.1,nc
2013-11-17T05:39:53.000Z,61.3463,-149.5381,1.6,ak
2013-11-17T05:27:52.600Z,40.3703,-124.1727,2.2,nc
2013-11-17T05:19:56.000Z,58.6629,-156.1326,2.6,ak
2013-11-17T05:17:23.000Z,53.2918,-167.3553,1.9,ak
2013-11-17T05:03:39.900Z,38.8402,-122.7668,1,nc
2013-11-17T05:02:16.500Z,38.8385,-122.7657,2,nc
2013-11-17T05:00:15.000Z,63.2086,-151.3371,1.4,ak
2013-11-17T04:55:02.000Z,65.1009,-143.896,1.8,ak
2013-11-17T04:48:58.000Z,63.562,-151.0215,1.4,ak
2013-11-17T04:36:34.000Z,51.4461,-177.439,1.4,ak
2013-11-17T04:20:19.790Z,36.2292,70.3097,4.5,us
2013-11-17T04:14:10.000Z,63.2977,-150.6345,1.3,ak
2013-11-17T04:04:24.000Z,51.4333,-177.6832,1.5,ak
2013-11-17T03:54:37.900Z,47.8753,-121.647,1,uw
2013-11-17T03:24:38.600Z,38.8125,-122.7927,1.3,nc
2013-11-17T03:18:58.740Z,-3.6167,151.0649,4.5,us
2013-11-17T03:11:25.800Z,38.8218,-122.7937,1.3,nc
2013-11-17T03:11:19.100Z,33.804,-117.6988,1.5,ci
2013-11-17T03:06:29.300Z,19.319,-64.6166,2.6,pr
2013-11-17T02:55:46.771Z,40.2492,-119.7849,1.03,nn
2013-11-17T02:42:24.820Z,-3.8374,101.7745,4.3,us
2013-11-17T01:53:04.000Z,61.6433,-151.0562,1.7,ak
2013-11-17T01:52:55.000Z,59.7229,-152.8082,2.1,ak
2013-11-17T01:45:10.000Z,63.4079,-150.4167,1.1,ak
2013-11-17T01:32:29.000Z,62.0015,-148.8301,1.1,ak
2013-11-17T01:31:33.000Z,61.2163,-150.3217,1.5,ak
2013-11-17T01:28:55.000Z,63.3841,-149.9519,1.3,ak
2013-11-17T01:16:35.100Z,38.8347,-122.7615,1,nc
2013-11-17T01:16:27.000Z,64.8154,-149.4551,1,ak
2013-11-17T01:14:50.000Z,38.7857,-122.7768,2.2,nc
2013-11-17T00:58:11.000Z,51.3625,-178.8784,2,ak
2013-11-17T00:47:19.900Z,18.9988,-67.777,2.9,pr
2013-11-17T00:40:40.000Z,38.8083,-122.8123,1.6,nc
2013-11-17T00:12:00.500Z,39.9868,-120.0017,1.8,nc
2013-11-17T00:03:09.000Z,62.4023,-148.5127,1.6,ak
2013-11-16T23:47:39.500Z,38.8002,-122.813,1.3,nc
2013-11-16T23:42:51.900Z,33.7823,-117.869,2.3,ci
2013-11-16T23:40:24.200Z,38.806,-122.8128,2,nc
2013-11-16T23:17:29.000Z,61.8508,-149.9985,2.1,ak
2013-11-16T23:17:00.000Z,62.4653,-151.3548,2.4,ak
2013-11-16T22:46:07.000Z,51.3453,-176.7215,1.5,ak
2013-11-16T22:40:43.000Z,61.7206,-149.4307,1,ak
2013-11-16T22:35:38.100Z,38.8093,-122.825,1.2,nc
2013-11-16T22:06:14.780Z,5.3434,94.3669,4.4,us
2013-11-16T21:34:12.500Z,47.8712,-121.6588,1.2,uw
2013-11-16T21:30:23.000Z,54.3384,-164.9918,2,ak
2013-11-16T21:22:38.000Z,37.3052,-122.1753,1,nc
2013-11-16T21:09:06.400Z,38.9607,-111.3962,1.2,uu
2013-11-16T21:03:09.000Z,62.2996,-149.935,1.1,ak
2013-11-16T20:37:55.000Z,62.4892,-151.0039,1.4,ak
2013-11-16T20:28:17.710Z,45.8653,150.3908,4.3,us
2013-11-16T20:02:04.000Z,59.9012,-148.5494,1.7,ak
2013-11-16T19:45:38.100Z,39.6583,-122.0247,2,nc
2013-11-16T19:39:16.500Z,-60.2272,-46.5394,4.9,us
2013-11-16T19:23:27.700Z,39.6817,-111.5017,1.1,uu
2013-11-16T19:22:19.410Z,35.3456,77.1049,4.3,us
2013-11-16T19:03:58.800Z,34.0172,-117.2237,1.7,ci
2013-11-16T18:58:54.800Z,37.521,-118.7718,1.2,nc
2013-11-16T18:46:57.100Z,34.0038,-116.85,1.1,ci
2013-11-16T18:45:34.270Z,-24.8065,-176.3708,4.6,us
2013-11-16T18:22:48.000Z,59.7892,-153.6179,1.9,ak
